id,type,source,family,state,instructions,criteria,label
v2-gen-noul-02-026,noul,generated,全条件の充足,"""若葉の利用には所属確認・会費支払いがすべて必要です。森さん: 所属確認は完了、会費支払いは完了。""",この人は記載された利用条件をすべて満たしていますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-choice-06-019,choice,generated,時間枠の包含,"{""空き時間"": [{""部屋"": ""茶"", ""開始"": 16, ""終了"": 19}, {""部屋"": ""黄"", ""開始"": 16, ""終了"": 18}, {""部屋"": ""白"", ""開始"": 14, ""終了"": 17}, {""部屋"": ""黒"", ""開始"": 16, ""終了"": 18}, {""部屋"": ""緑"", ""開始"": 16, ""終了"": 18}], ""会議開始"": 15, ""会議終了"": 17}",会議の全時間を連続して確保できる部屋を選んでください。開始・終了の一致は許可します。,"{""白"": ""白室"", ""緑"": ""緑室"", ""茶"": ""茶室"", ""黄"": ""黄室"", ""黒"": ""黒室""}","""白"""
v2-gen-choice-03-003,choice,generated,最終更新,"""案件「山道」の記録です。8時の更新: 差戻し。 15時の更新: 差戻し。 11時の更新: 差戻し。""",最後の時刻の記録が有効です。現在の状態はどれですか。,"{""受取済み"": ""受取済み"", ""差戻し"": ""差戻し"", ""承認"": ""承認""}","""差戻し"""
v2-gen-score-09-009,score,generated,例外による上限,"{""検査合格"": {""動作"": true, ""記録"": true, ""外観"": true, ""寸法"": true, ""付属品"": true, ""表示"": false, ""包装"": true}, ""要再確認の印あり"": true, ""採点規則"": ""合格数が点数。ただし印があれば上限1点""}",上限制限を適用した最終点を選んでください。,"[""最終点0点"", ""最終点1点"", ""最終点2点"", ""最終点3点"", ""最終点4点"", ""最終点5点"", ""最終点6点"", ""最終点7点""]","""1"""
v2-gen-noul-09-010,noul,generated,重複を除いた件数,"""若葉棚で読み取った品名は付箋、付箋、シールでした。同じ品名の繰り返しは一種類として数えます。""",品物の種類は4種類以上ありますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-noul-09-039,noul,generated,重複を除いた件数,"{""棚"": ""山道"", ""読み取り品名"": [""用紙"", ""ノート"", ""ノート"", ""名札"", ""シール"", ""ペン"", ""ラベル"", ""箱"", ""テープ""], ""数え方"": ""同一品名の重複を除く""}",重複を除いた種類数は3以上という条件を満たしますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-noul-14-026,noul,generated,予定時間の重なり,"{""対象者"": ""森"", ""会議"": [13, 16], ""面談"": [13, 17], ""規則"": ""終了時刻と開始時刻が一致するだけなら重複なし""}",指定された端点の扱いで予定の重複はありますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-score-04-025,score,generated,独立チェックの合計,"{""資料"": ""青空"", ""チェック項目"": {""管理番号あり"": false, ""承認印あり"": false, ""題名あり"": false, ""署名あり"": false, ""部署名あり"": false, ""添付あり"": false, ""ページ番号あり"": false}, ""各項目の重み"": 1}",満たしたチェック項目の数を段階として選んでください。,"[""満たした項目が0個"", ""満たした項目が1個"", ""満たした項目が2個"", ""満たした項目が3個"", ""満たした項目が4個"", ""満たした項目が5個"", ""満たした項目が6個"", ""満たした項目が7個""]","""0"""
v2-gen-choice-01-006,choice,generated,問い合わせ経路,"""受付分類表は次のとおりです。契約窓口: 契約更新・プラン変更・解約手続き / 店舗窓口: 営業時間・店内設備・店舗の場所 / 製品窓口: 破損・初期不良・部品交換。問い合わせ本文:「契約中のプランを変更したいです」。受付担当が付けた主題は「プラン変更」です。""",分類表に従い、この問い合わせを担当する窓口を一つ選んでください。,"{""契約"": ""契約の窓口"", ""店舗"": ""店舗の窓口"", ""製品"": ""製品の窓口""}","""契約"""
v2-gen-noul-08-048,noul,generated,集合と否定所属,"{""催し"": ""若葉"", ""完全な参加者名簿"": [""大野"", ""加藤"", ""林"", ""遠藤""], ""補足"": ""名前のない人は参加者ではない""}",松本さんは参加者ではないと言えますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-noul-11-012,noul,generated,参照関係の真偽,"""担当表: 白波は高橋、青空は木村、木漏れ日は山田、春風は遠藤。資料の関連先: 封筒は白波、ケースは青空、箱は春風、ノートは木漏れ日。""",箱に関連する案件の担当は木村さんですか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-score-11-040,score,generated,時刻順の評価更新,"""山道の評価更新履歴: 13時に段階3、9時に段階3、19時に段階0、11時に段階1、8時に段階3、14時に段階0。評価は最新時刻の値だけを採用します。""",履歴の記載順に惑わされず、最新評価を答えてください。,"[""評価段階0"", ""評価段階1"", ""評価段階2"", ""評価段階3""]","""0"""
v2-gen-choice-08-001,choice,generated,改訂と例外の優先,"""通常品の貼付ラベルについて、連絡は古い順に「黒」「茶」「白」でした。後の連絡が前の連絡を上書きします。ただし冷蔵品には連絡履歴に関係なく赤ラベルを貼ります。今回の荷物は通常品です。""",例外と改訂の順序を考慮して、使用する色はどれですか。,"{""白"": ""白ラベル"", ""紫"": ""紫ラベル"", ""緑"": ""緑ラベル"", ""茶"": ""茶ラベル"", ""赤"": ""赤ラベル"", ""青"": ""青ラベル"", ""黄"": ""黄ラベル"", ""黒"": ""黒ラベル""}","""白"""
v2-gen-score-12-020,score,generated,目標からの差,"{""案件"": ""草原"", ""目標数"": 12, ""実績数"": 12, ""採点"": ""差の絶対値。ただし4以上は段階4""}",不足・超過の向きではなく差の大きさで評価してください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個以上""]","""0"""
v2-gen-score-08-046,score,generated,要件への一致数,"{""注文要件"": {""サイズ"": ""小"", ""素材"": ""布""}, ""提案品"": {""サイズ"": ""小"", ""素材"": ""布""}}",各属性の完全一致を一点として採点してください。,"[""一致した要件が0項目"", ""一致した要件が1項目"", ""一致した要件が2項目""]","""2"""
v2-gen-score-08-018,score,generated,要件への一致数,"{""注文要件"": {""包装"": ""なし"", ""サイズ"": ""大""}, ""提案品"": {""包装"": ""なし"", ""サイズ"": ""小""}}",注文要件と一致している属性の数を段階として選んでください。,"[""一致した要件が0項目"", ""一致した要件が1項目"", ""一致した要件が2項目""]","""1"""
v2-gen-choice-07-046,choice,generated,複数属性の制約,"{""在庫表"": [{""品名"": ""ケース"", ""色"": ""紫"", ""素材"": ""樹脂"", ""在庫あり"": true}, {""品名"": ""ペン"", ""色"": ""白"", ""素材"": ""樹脂"", ""在庫あり"": true}, {""品名"": ""冊子"", ""色"": ""白"", ""素材"": ""樹脂"", ""在庫あり"": false}, {""品名"": ""ノート"", ""色"": ""白"", ""素材"": ""ガラス"", ""在庫あり"": true}]}",必要条件は白色、樹脂製、在庫ありの三つです。全部に合う品はどれですか。,"{""ケース"": ""ケース"", ""ノート"": ""ノート"", ""ペン"": ""ペン"", ""冊子"": ""冊子""}","""ペン"""
v2-gen-score-11-008,score,generated,時刻順の評価更新,"""灯台の評価更新履歴: 16時に段階6、18時に段階3、17時に段階0、21時に段階1、8時に段階3。評価は最新時刻の値だけを採用します。""",現在採用すべき評価段階を選んでください。,"[""評価段階0"", ""評価段階1"", ""評価段階2"", ""評価段階3"", ""評価段階4"", ""評価段階5"", ""評価段階6""]","""1"""
v2-gen-noul-07-040,noul,generated,識別文字列の完全一致,"""商品ラベルの管理コードは「EF1-D」、注文票の管理コードは「EF1_D」です。照合では大文字と小文字、記号の違いも区別します。""",指定された照合規則で一致と判定できますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-noul-02-007,noul,generated,全条件の充足,"{""すべて必要な条件"": [""所属確認"", ""講習受講"", ""申込書提出"", ""利用説明受講""], ""対象"": ""高橋"", ""完了状況"": {""所属確認"": true, ""講習受講"": false, ""申込書提出"": true, ""利用説明受講"": true}}",不足条件なく利用を許可できますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-score-03-047,score,generated,順番に進む工程,"""水面の工程順は調査→受付→検収→報告→日程調整→承認→引継ぎ。先頭から順に進め、完了済みは調査、受付、検収、報告です。着手中の工程は完了に含めません。""",この案件は完了ベースでどの段階まで進みましたか。,"[""完了した工程はまだない"", ""先頭から1工程が完了（最後に完了したのは調査）"", ""先頭から2工程が完了（最後に完了したのは受付）"", ""先頭から3工程が完了（最後に完了したのは検収）"", ""先頭から4工程が完了（最後に完了したのは報告）"", ""先頭から5工程が完了（最後に完了したのは日程調整）"", ""先頭から6工程が完了（最後に完了したのは承認）"", ""先頭から7工程が完了（最後に完了したのは引継ぎ）""]","""4"""
v2-gen-score-09-044,score,generated,例外による上限,"{""検査合格"": {""動作"": true, ""付属品"": true, ""記録"": false, ""表示"": true, ""包装"": true, ""外観"": true, ""寸法"": true}, ""要再確認の印あり"": true, ""採点規則"": ""合格数が点数。ただし印があれば上限6点""}",例外条件を反映した評価段階を答えてください。,"[""最終点0点"", ""最終点1点"", ""最終点2点"", ""最終点3点"", ""最終点4点"", ""最終点5点"", ""最終点6点"", ""最終点7点""]","""6"""
v2-gen-score-04-032,score,generated,独立チェックの合計,"""春風資料の点検: 管理番号ありは満たさない、連絡先ありは満たさない、題名ありは満たさない、添付ありは満たさない、ページ番号ありは満たさない、部署名ありは満たす、承認印ありは満たさない。各項目は一つずつ数えます。""",満たしたチェック項目の数を段階として選んでください。,"[""満たした項目が0個"", ""満たした項目が1個"", ""満たした項目が2個"", ""満たした項目が3個"", ""満たした項目が4個"", ""満たした項目が5個"", ""満たした項目が6個"", ""満たした項目が7個""]","""1"""
v2-gen-score-04-046,score,generated,独立チェックの合計,"{""資料"": ""白波"", ""チェック項目"": {""承認印あり"": false, ""添付あり"": true, ""題名あり"": false, ""宛先あり"": false, ""署名あり"": false, ""管理番号あり"": true, ""日付あり"": true}, ""各項目の重み"": 1}",合格した項目数に対応する段階を答えてください。,"[""満たした項目が0個"", ""満たした項目が1個"", ""満たした項目が2個"", ""満たした項目が3個"", ""満たした項目が4個"", ""満たした項目が5個"", ""満たした項目が6個"", ""満たした項目が7個""]","""3"""
v2-gen-noul-02-032,noul,generated,全条件の充足,"""夕凪の利用には同意書提出・申込書提出・本人確認がすべて必要です。渡辺さん: 同意書提出は完了、申込書提出は完了、本人確認は完了。""",不足条件なく利用を許可できますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-noul-15-005,noul,generated,出来事の前後関係,"{""担当者"": ""佐藤"", ""実施順"": [""報告"", ""引継ぎ"", ""伝票記入"", ""検品"", ""荷物受取""], ""各作業の実施回数"": 1}",日誌では報告の方が引継ぎより先ですか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-choice-08-043,choice,generated,改訂と例外の優先,"""通常品の貼付ラベルについて、連絡は古い順に「紫」「白」「茶」でした。後の連絡が前の連絡を上書きします。ただし冷蔵品には連絡履歴に関係なく紫ラベルを貼ります。今回の荷物は冷蔵品です。""",この荷物に貼るラベルの色を選んでください。,"{""白"": ""白ラベル"", ""紫"": ""紫ラベル"", ""緑"": ""緑ラベル"", ""茶"": ""茶ラベル"", ""青"": ""青ラベル"", ""黄"": ""黄ラベル"", ""黒"": ""黒ラベル""}","""紫"""
v2-gen-noul-13-018,noul,generated,範囲の開閉境界,"{""下限条件"": ""3個以上"", ""上限条件"": ""6個未満"", ""今回の個数"": 6, ""関係"": ""両方を満たすこと""}",今回の個数は適合範囲に入っていますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-score-08-003,score,generated,要件への一致数,"{""注文要件"": {""サイズ"": ""小""}, ""提案品"": {""サイズ"": ""大""}}",注文要件と一致している属性の数を段階として選んでください。,"[""一致した要件が0項目"", ""一致した要件が1項目""]","""0"""
v2-gen-score-08-020,score,generated,要件への一致数,"{""注文要件"": {""色"": ""青"", ""印字"": ""あり"", ""素材"": ""木"", ""配送"": ""店頭""}, ""提案品"": {""色"": ""青"", ""印字"": ""あり"", ""素材"": ""紙"", ""配送"": ""宅配""}}",各属性の完全一致を一点として採点してください。,"[""一致した要件が0項目"", ""一致した要件が1項目"", ""一致した要件が2項目"", ""一致した要件が3項目"", ""一致した要件が4項目""]","""2"""
v2-gen-score-13-034,score,generated,取消しを反映した件数,"""春風の申込み記録: 渡辺は受付済み・取消なし、松本は受付済み・取消なし、大野は受付済み・取消なし、石田は受付済み・取消なし、佐藤は未受付・取消なし。取消済みの申込みは有効件数から除きます。4件以上は最終段階4にまとめます。""",受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件以上""]","""4"""
v2-gen-choice-07-023,choice,generated,複数属性の制約,"""在庫表: シールは茶色・紙製・在庫あり、袋は青色・布製・在庫あり、ケースは紫色・紙製・在庫あり、クリップは茶色・紙製・在庫あり、ノートは白色・紙製・在庫あり、ファイルは青色・紙製・在庫あり。""",青色で紙製、在庫もある品を選んでください。,"{""クリップ"": ""クリップ"", ""ケース"": ""ケース"", ""シール"": ""シール"", ""ノート"": ""ノート"", ""ファイル"": ""ファイル"", ""袋"": ""袋""}","""ファイル"""
v2-gen-choice-12-036,choice,generated,条件付き不足書類,"{""確認優先順"": [""承認書"", ""見積書""], ""代理申請だけに必要"": ""見積書"", ""代理申請"": true, ""提出済み"": [""見積書"", ""承認書""]}",申請区分に応じて必要書類を確認し、最優先で追加提出を求めるものを答えてください。なければ追加不要です。,"{""承認書"": ""承認書"", ""見積書"": ""見積書"", ""追加不要"": ""必要書類はすべて提出済み""}","""追加不要"""
v2-gen-choice-10-016,choice,generated,不在時の代理,"""担当者: 山道は高橋、灯台は松本、朝露は石田、木漏れ日は渡辺。代理者: 高橋の代理は松本、松本の代理は石田、石田の代理は渡辺、渡辺の代理は高橋。本日の不在者は松本。問い合わせ先の案件は山道です。代理への振替は一回だけ行い、その先の不在は判定しません。""",一回だけの代理振替を適用した後の宛先を答えてください。,"{""松本"": ""松本さん"", ""渡辺"": ""渡辺さん"", ""石田"": ""石田さん"", ""高橋"": ""高橋さん""}","""高橋"""
v2-gen-noul-13-021,noul,generated,範囲の開閉境界,"""山道の受付数は、4個より多い、かつ10個未満の場合に限り適合です。今回の数は7個です。""",下限と上限の両方の条件に合いますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-noul-12-042,noul,generated,記録と主張の照合,"{""施設"": ""山道"", ""入口ごとの現在の確定記録"": {""北口"": ""完全に閉じている"", ""南口"": ""半分だけ開いている"", ""東口"": ""半分だけ開いている"", ""西口"": ""4分の1だけ開いている"", ""裏口"": ""4分の1だけ開いている"", ""搬入口"": ""完全に閉じている""}, ""判定資料"": ""現在の確定記録のみ""}",確定情報から、北口は完全に閉じていると言えますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-choice-01-019,choice,generated,問い合わせ経路,"""受付分類表は次のとおりです。製品窓口: 破損・初期不良・部品交換 / 店舗窓口: 営業時間・店内設備・店舗の場所 / 請求窓口: 二重請求・領収書・返金 / 配送窓口: 届け先変更・荷物の遅延・追跡番号 / 契約窓口: 契約更新・プラン変更・解約手続き / アカウント窓口: ログイン・パスワード・退会。問い合わせ本文:「同じ代金が二回引き落とされています」。受付担当が付けた主題は「二重請求」です。""",受付分類表を使って、この相談の担当を決めてください。,"{""アカウント"": ""アカウントの窓口"", ""契約"": ""契約の窓口"", ""店舗"": ""店舗の窓口"", ""製品"": ""製品の窓口"", ""請求"": ""請求の窓口"", ""配送"": ""配送の窓口""}","""請求"""
v2-gen-score-10-001,score,generated,不足の段階,"""青空申請で必要なものは確認票、同意書、見積書、添付図、承認書、受領票。届いたものは同意書、見積書、参考資料、添付図、承認書、確認票、受領票です。必要一覧にない書類は不足を埋めません。""",必要一覧と届いた一覧を照合し、不足の程度を判定してください。,"[""不足が0種類"", ""不足が1種類"", ""不足が2種類"", ""不足が3種類"", ""不足が4種類"", ""不足が5種類"", ""不足が6種類""]","""0"""
v2-gen-choice-04-034,choice,generated,参照先の担当,"{""案件担当"": {""木漏れ日"": ""林"", ""星空"": ""青木"", ""水面"": ""加藤"", ""白波"": ""大野"", ""春風"": ""木村"", ""草原"": ""松本""}, ""資料の所属案件"": {""ファイル"": ""草原"", ""ペン"": ""白波"", ""袋"": ""星空"", ""名札"": ""木漏れ日"", ""テープ"": ""水面"", ""シール"": ""春風""}, ""確認資料"": ""袋""}",確認資料が属する案件の担当者を選んでください。,"{""加藤"": ""加藤さん"", ""大野"": ""大野さん"", ""木村"": ""木村さん"", ""松本"": ""松本さん"", ""林"": ""林さん"", ""青木"": ""青木さん""}","""青木"""
v2-gen-choice-02-047,choice,generated,条件と優先例外,"""木漏れ日店では会員で購入数が7個以上なら優待扱いです。ただし予約品は購入数や会員資格にかかわらず通常扱いです。今回は10個、非会員、通常在庫品です。""",例外も踏まえて、今回の購入区分はどれですか。,"{""優待"": ""優待の扱い"", ""通常"": ""通常の扱い""}","""通常"""
v2-gen-noul-04-034,noul,generated,例外の優先,"""規則: 招待ありであれば若葉を利用できます。ただし会費滞納なら利用できません。青木さんは招待ありに該当、会費滞納に非該当です。""",禁止例外を先に考慮すると、この利用を認められますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-choice-09-028,choice,generated,利用可能集合の差,"{""利用可能品"": [""ペン"", ""ノート""], ""予約済み品"": [""ノート""]}",予約済みを利用可能一覧から除いたとき、残る品を答えてください。,"{""カード"": ""カード"", ""テープ"": ""テープ"", ""ノート"": ""ノート"", ""ペン"": ""ペン""}","""ペン"""
v2-gen-choice-03-036,choice,generated,最終更新,"{""案件"": ""白波"", ""更新記録"": [{""時"": 14, ""状態"": ""差戻し""}, {""時"": 17, ""状態"": ""承認""}, {""時"": 20, ""状態"": ""承認""}, {""時"": 8, ""状態"": ""承認""}]}",最後の時刻の記録が有効です。現在の状態はどれですか。,"{""差戻し"": ""差戻し"", ""承認"": ""承認""}","""承認"""
v2-gen-noul-10-036,noul,generated,条件付き義務,"""規則: 当日申請のときだけ上長の承認が必須です。それ以外の場合にはこの義務はなく、実施していても構いません。今回の案件は当日申請に該当で、上長の承認は実施済みです。""",この義務に関して、規則上問題なしと判定できますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-score-05-010,score,generated,緊急条件の加点,"""水面の基本優先度は4です。締切まで残り3時間以内なら1だけ加点し、それより長ければ加点しません。上限は7です。今回は締切まで3時間です。""",条件付き加点後の優先度を選んでください。,"[""最終優先度0"", ""最終優先度1"", ""最終優先度2"", ""最終優先度3"", ""最終優先度4"", ""最終優先度5"", ""最終優先度6"", ""最終優先度7""]","""5"""
v2-gen-noul-13-039,noul,generated,範囲の開閉境界,"""星空の受付数は、1個以上、かつ8個未満の場合に限り適合です。今回の数は3個です。""",今回の個数は適合範囲に入っていますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-score-04-030,score,generated,独立チェックの合計,"{""資料"": ""木漏れ日"", ""チェック項目"": {""題名あり"": false, ""添付あり"": true, ""署名あり"": false, ""承認印あり"": false, ""ページ番号あり"": false}, ""各項目の重み"": 1}",満たしたチェック項目の数を段階として選んでください。,"[""満たした項目が0個"", ""満たした項目が1個"", ""満たした項目が2個"", ""満たした項目が3個"", ""満たした項目が4個"", ""満たした項目が5個""]","""1"""
v2-gen-choice-08-013,choice,generated,改訂と例外の優先,"""通常品の貼付ラベルについて、連絡は古い順に「紫」「白」「赤」でした。後の連絡が前の連絡を上書きします。ただし冷蔵品には連絡履歴に関係なく白ラベルを貼ります。今回の荷物は通常品です。""",今回適用されるラベルを一つ決めてください。,"{""白"": ""白ラベル"", ""紫"": ""紫ラベル"", ""赤"": ""赤ラベル"", ""青"": ""青ラベル"", ""黄"": ""黄ラベル"", ""黒"": ""黒ラベル""}","""赤"""
v2-gen-choice-03-039,choice,generated,最終更新,"""案件「水面」の記録です。9時の更新: 承認。 12時の更新: 承認。 14時の更新: 承認。""",時刻が最も新しい更新に基づく状態を答えてください。,"{""承認"": ""承認"", ""発送済み"": ""発送済み""}","""承認"""
v2-gen-score-15-025,score,generated,軽重のある項目,"{""不備ごとの配点"": {""宛名不備"": 2, ""余白不備"": 1}, ""不備あり"": {""宛名不備"": false, ""余白不備"": false}, ""上限"": 2}",見つかった不備の点数を合計し、上限を適用してください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点以上""]","""0"""
v2-gen-choice-02-034,choice,generated,条件と優先例外,"{""規則"": ""会員かつ4個以上なら優待。ただし予約品は常に通常"", ""会員"": true, ""購入数"": 11, ""予約品"": false}",この購入に適用する扱いを選んでください。,"{""優待"": ""優待の扱い"", ""通常"": ""通常の扱い""}","""優待"""
v2-gen-choice-13-025,choice,generated,工程の依存順,"{""案件"": ""水面"", ""工程順"": [""受付"", ""実施"", ""準備"", ""承認"", ""内容確認"", ""見積作成""], ""完了済み"": [""受付"", ""実施"", ""準備""], ""規則"": ""順に実行し未完了工程を飛ばさない""}",この作業を一段進めるときに着手する工程を答えてください。残りがなければ完了です。,"{""内容確認"": ""内容確認"", ""受付"": ""受付"", ""完了"": ""全工程が完了"", ""実施"": ""実施"", ""承認"": ""承認"", ""準備"": ""準備"", ""見積作成"": ""見積作成""}","""承認"""
v2-gen-choice-10-002,choice,generated,不在時の代理,"""担当者: 水面は石田、青空は加藤、灯台は上田、春風は木村、木漏れ日は森、朝露は松本。代理者: 石田の代理は加藤、加藤の代理は上田、上田の代理は木村、木村の代理は森、森の代理は松本、松本の代理は石田。本日の不在者は石田、森、上田、松本。問い合わせ先の案件は朝露です。代理への振替は一回だけ行い、その先の不在は判定しません。""",この案件を担当本人または指定代理に連絡します。宛先は誰ですか。,"{""上田"": ""上田さん"", ""加藤"": ""加藤さん"", ""木村"": ""木村さん"", ""松本"": ""松本さん"", ""森"": ""森さん"", ""石田"": ""石田さん""}","""石田"""
v2-gen-choice-01-043,choice,generated,問い合わせ経路,"{""分類表"": {""配送"": [""届け先変更"", ""荷物の遅延"", ""追跡番号""], ""修理"": [""修理見積"", ""修理進捗"", ""保証修理""], ""イベント"": [""申込期限"", ""会場案内"", ""参加取消""], ""製品"": [""破損"", ""初期不良"", ""部品交換""], ""請求"": [""二重請求"", ""領収書"", ""返金""]}, ""本文"": ""保証期間内の修理を申し込みたいです"", ""受付主題"": ""保証修理""}",記録された主題を扱う転送先はどこですか。,"{""イベント"": ""イベントの窓口"", ""修理"": ""修理の窓口"", ""製品"": ""製品の窓口"", ""請求"": ""請求の窓口"", ""配送"": ""配送の窓口""}","""修理"""
v2-gen-score-12-042,score,generated,目標からの差,"{""案件"": ""木漏れ日"", ""目標数"": 15, ""実績数"": 20, ""採点"": ""差の絶対値。ただし5以上は段階5""}",示された上限を含め、実績のずれを段階に変換してください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個"", ""目標との差が5個以上""]","""5"""
v2-gen-score-03-037,score,generated,順番に進む工程,"""山道の工程順は準備→承認→審査→実施。先頭から順に進め、完了済みは準備、承認、審査、実施です。着手中の工程は完了に含めません。""",この案件は完了ベースでどの段階まで進みましたか。,"[""完了した工程はまだない"", ""先頭から1工程が完了（最後に完了したのは準備）"", ""先頭から2工程が完了（最後に完了したのは承認）"", ""先頭から3工程が完了（最後に完了したのは審査）"", ""先頭から4工程が完了（最後に完了したのは実施）""]","""4"""
v2-gen-noul-04-008,noul,generated,例外の優先,"{""許可条件"": ""登録済み"", ""優先禁止条件"": ""会費滞納"", ""対象"": ""石田"", ""許可条件に該当"": true, ""禁止条件に該当"": false}",例外を含む規則のもとで利用は許可されますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-score-13-017,score,generated,取消しを反映した件数,"{""催し"": ""白波"", ""申込み"": [{""氏名"": ""佐藤"", ""受付済み"": true, ""取消済み"": false}, {""氏名"": ""上田"", ""受付済み"": true, ""取消済み"": false}, {""氏名"": ""青木"", ""受付済み"": false, ""取消済み"": false}], ""まとめ方"": ""1件以上は段階1""}",取消し後に残る有効申込み数を段階として選んでください。,"[""有効申込みが0件"", ""有効申込みが1件以上""]","""1"""
v2-gen-noul-08-030,noul,generated,集合と否定所属,"{""催し"": ""草原"", ""完全な参加者名簿"": [""佐藤"", ""吉田"", ""渡辺"", ""石田""], ""補足"": ""名前のない人は参加者ではない""}",名簿に基づき、山田さんが参加者ではないという判断に同意できますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
v2-gen-noul-04-017,noul,generated,例外の優先,"{""許可条件"": ""会員"", ""優先禁止条件"": ""未返却品あり"", ""対象"": ""上田"", ""許可条件に該当"": true, ""禁止条件に該当"": true}",この人は現在、利用可能ですか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-noul-15-020,noul,generated,出来事の前後関係,"""松本さんの作業日誌は実施順に電話連絡→検品→休憩です。記載した各作業は一回ずつ実施しました。""",日誌では検品の方が電話連絡より先ですか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""false"""
v2-gen-choice-07-038,choice,generated,複数属性の制約,"{""在庫表"": [{""品名"": ""冊子"", ""色"": ""白"", ""素材"": ""ガラス"", ""在庫あり"": false}, {""品名"": ""ファイル"", ""色"": ""白"", ""素材"": ""紙"", ""在庫あり"": true}, {""品名"": ""用紙"", ""色"": ""茶"", ""素材"": ""ガラス"", ""在庫あり"": true}, {""品名"": ""カード"", ""色"": ""白"", ""素材"": ""ガラス"", ""在庫あり"": false}, {""品名"": ""テープ"", ""色"": ""白"", ""素材"": ""金属"", ""在庫あり"": true}, {""品名"": ""ノート"", ""色"": ""白"", ""素材"": ""金属"", ""在庫あり"": true}, {""品名"": ""箱"", ""色"": ""白"", ""素材"": ""ガラス"", ""在庫あり"": false}, {""品名"": ""名札"", ""色"": ""白"", ""素材"": ""ガラス"", ""在庫あり"": true}]}",今注文できるガラス製の白色の商品を答えてください。在庫なしは選べません。,"{""カード"": ""カード"", ""テープ"": ""テープ"", ""ノート"": ""ノート"", ""ファイル"": ""ファイル"", ""冊子"": ""冊子"", ""名札"": ""名札"", ""用紙"": ""用紙"", ""箱"": ""箱""}","""名札"""
v2-gen-noul-12-040,noul,generated,記録と主張の照合,"""山道施設の入口について、いま確認した確定記録は北口は半分だけ開いている、南口は完全に閉じている、東口は半分だけ開いている、西口は半分だけ開いている、裏口は完全に開いている、搬入口は半分だけ開いているです。現在の判断にはこの確定記録だけを使います。""",確定情報から、西口は半分だけ開いていると言えますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}","""true"""
